period,interest,riskGroup,gyraMaisFee,bankFee,partnerFee,type
2,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
3,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
4,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
5,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
6,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
7,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
8,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
9,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
10,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
11,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
12,0.0199,5,0.0405,0.0095,0.01,"34059872000147,"
13,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
14,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
15,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
16,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
17,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
18,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
19,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
20,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
21,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
22,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
23,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
24,0.0249,5,0.0405,0.0095,0.01,"34059872000147,"
1,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
2,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
3,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
4,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
5,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
6,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
7,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
8,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
9,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
10,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
11,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
12,0.0549,0,0.0405,0.0095,0.01,"34896052000100,"
13,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
14,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
15,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
16,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
17,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
18,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
19,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
20,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
21,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
22,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
23,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
24,0.0599,0,0.0405,0.0095,0.01,"34896052000100,"
1,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
2,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
3,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
4,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
5,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
6,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
7,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
8,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
9,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
10,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
11,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
12,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
13,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
14,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
15,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
16,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
17,0.0449,1,0.0405,0.0095,0.01,"34896052000100,"
18,0.0499,1,0.0405,0.0095,0.01,"34896052000100,"
19,0.0499,1,0.0405,0.0095,0.01,"34896052000100,"
20,0.0499,1,0.0405,0.0095,0.01,"34896052000100,"
21,0.0499,1,0.0405,0.0095,0.01,"34896052000100,"
22,0.0499,1,0.0405,0.0095,0.01,"34896052000100,"
23,0.0499,1,0.0405,0.0095,0.01,"34896052000100,"
24,0.0499,1,0.0405,0.0095,0.01,"34896052000100,"
1,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
2,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
3,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
4,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
5,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
6,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
7,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
8,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
9,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
10,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
11,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
12,0.0349,2,0.0405,0.0095,0.01,"34896052000100,"
13,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
14,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
15,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
16,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
17,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
18,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
19,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
20,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
21,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
22,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
23,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
24,0.0399,2,0.0405,0.0095,0.01,"34896052000100,"
1,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
2,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
3,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
4,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
5,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
6,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
7,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
8,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
9,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
10,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
11,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
12,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
13,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
14,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
15,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
16,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
17,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
18,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
19,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
20,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
21,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
22,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
23,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
24,0.0299,3,0.0405,0.0095,0.01,"34896052000100,"
1,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
2,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
3,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
4,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
5,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
6,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
7,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
8,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
9,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
10,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
11,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
12,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
13,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
14,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
15,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
16,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
17,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
18,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
19,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
20,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
21,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
22,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
23,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
24,0.0249,4,0.0405,0.0095,0.01,"34896052000100,"
1,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
2,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
3,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
4,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
5,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
6,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
7,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
8,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
9,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
10,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
11,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
12,0.0199,5,0.0405,0.0095,0.01,"34896052000100,"
13,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
14,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
15,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
16,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
17,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
18,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
19,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
20,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
21,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
22,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
23,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
24,0.0249,5,0.0405,0.0095,0.01,"34896052000100,"
1,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
2,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
3,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
4,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
5,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
6,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
7,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
8,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
9,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
10,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
11,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
12,0.0549,0,0.0405,0.0095,0.01,"21664157000191,"
13,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
14,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
15,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
16,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
17,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
18,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
19,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
20,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
21,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
22,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
23,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
24,0.0599,0,0.0405,0.0095,0.01,"21664157000191,"
1,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
2,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
3,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
4,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
5,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
6,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
7,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
8,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
9,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
10,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
11,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
12,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
13,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
14,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
15,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
16,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
17,0.0449,1,0.0405,0.0095,0.01,"21664157000191,"
18,0.0499,1,0.0405,0.0095,0.01,"21664157000191,"
19,0.0499,1,0.0405,0.0095,0.01,"21664157000191,"
20,0.0499,1,0.0405,0.0095,0.01,"21664157000191,"
21,0.0499,1,0.0405,0.0095,0.01,"21664157000191,"
22,0.0499,1,0.0405,0.0095,0.01,"21664157000191,"
23,0.0499,1,0.0405,0.0095,0.01,"21664157000191,"
24,0.0499,1,0.0405,0.0095,0.01,"21664157000191,"
1,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
2,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
3,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
4,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
5,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
6,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
7,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
8,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
9,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
10,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
11,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
12,0.0349,2,0.0405,0.0095,0.01,"21664157000191,"
13,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
14,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
15,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
16,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
17,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
18,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
19,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
20,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
21,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
22,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
23,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
24,0.0399,2,0.0405,0.0095,0.01,"21664157000191,"
1,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
2,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
3,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
4,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
5,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
6,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
7,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
8,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
9,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
10,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
11,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
12,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
13,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
14,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
15,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
16,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
17,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
18,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
19,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
20,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
21,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
22,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
23,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
24,0.0299,3,0.0405,0.0095,0.01,"21664157000191,"
1,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
2,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
3,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
4,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
5,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
6,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
7,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
8,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
9,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
10,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
11,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
12,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
13,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
14,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
15,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
16,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
17,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
18,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
19,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
20,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
21,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
22,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
23,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
24,0.0249,4,0.0405,0.0095,0.01,"21664157000191,"
1,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
2,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
3,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
4,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
5,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
6,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
7,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
8,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
9,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
10,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
11,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
12,0.0199,5,0.0405,0.0095,0.01,"21664157000191,"
13,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
14,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
15,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
16,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
17,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
18,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
19,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
20,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
21,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
22,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
23,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
24,0.0249,5,0.0405,0.0095,0.01,"21664157000191,"
1,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
2,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
3,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
4,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
5,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
6,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
7,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
8,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
9,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
10,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
11,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
12,0.0549,0,0.0405,0.0095,0.01,"17112767000105,"
13,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
14,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
15,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
16,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
17,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
18,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
19,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
20,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
21,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
22,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
23,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
24,0.0599,0,0.0405,0.0095,0.01,"17112767000105,"
1,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
2,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
3,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
4,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
5,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
6,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
7,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
8,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
9,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
10,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
11,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
12,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
13,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
14,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
15,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
16,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
17,0.0449,1,0.0405,0.0095,0.01,"17112767000105,"
18,0.0499,1,0.0405,0.0095,0.01,"17112767000105,"
19,0.0499,1,0.0405,0.0095,0.01,"17112767000105,"
20,0.0499,1,0.0405,0.0095,0.01,"17112767000105,"
21,0.0499,1,0.0405,0.0095,0.01,"17112767000105,"
22,0.0499,1,0.0405,0.0095,0.01,"17112767000105,"
23,0.0499,1,0.0405,0.0095,0.01,"17112767000105,"
24,0.0499,1,0.0405,0.0095,0.01,"17112767000105,"
1,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
2,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
3,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
4,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
5,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
6,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
7,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
8,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
9,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
10,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
11,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
12,0.0349,2,0.0405,0.0095,0.01,"17112767000105,"
13,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
14,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
15,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
16,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
17,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
18,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
19,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
20,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
21,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
22,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
23,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
24,0.0399,2,0.0405,0.0095,0.01,"17112767000105,"
1,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
2,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
3,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
4,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
5,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
6,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
7,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
8,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
9,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
10,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
11,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
12,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
13,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
14,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
15,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
16,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
17,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
18,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
19,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
20,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
21,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
22,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
23,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
24,0.0299,3,0.0405,0.0095,0.01,"17112767000105,"
1,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
2,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
3,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
4,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
5,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
6,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
7,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
8,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
9,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
10,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
11,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
12,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
13,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
14,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
15,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
16,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
17,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
18,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
19,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
20,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
21,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
22,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
23,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
24,0.0249,4,0.0405,0.0095,0.01,"17112767000105,"
1,0.0199,5,0.0405,0.0095,0.01,"17112767000105,"
2,0.0199,5,0.0405,0.0095,0.01,"17112767000105,"
3,0.0199,5,0.0405,0.0095,0.01,"17112767000105,"
4,0.0199,5,0.0405,0.0095,0.01,"17112767000105,"
5,0.0199,5,0.0405,0.0095,0.01,"17112767000105,"
